1. 已知向量α=（-3，-2，1），β=（1，-4，-5），则|α×β|等于{{c1::（）}}。[2013年真题]	"0<br>6<br><img height=""19"" id=""图片 1"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f409f0f6-3545-4175-889a-170ead006ae7.jpg"" width=""42""/><br>14i+16j-10k"	C	"<img height=""75"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d1a6516b-7516-4e76-a50d-b2ba39658bf7.jpg"" width=""309""/>，所以<img height=""28"" id=""图片 2"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/341ca007-94e8-4b7f-a06d-1daf7d946740.jpg"" width=""336""/>"	
3. 某企业生产一种产品，年固定成本为1000万元，单位产品的可变成本为300元、售价为500元，则其盈亏平衡点的销售收入为{{c1::（）}}。[2012年真题]	5万元<br>600万元<br>1500万元<br>2500万元	D	用产销量表示的盈亏平衡点BEP（Q）＝年固定成本/（单位产品销售价格-单位产品可变成本-单位产品销售税金及附加-单位产品增值税）=1000×10<sup>4</sup>/（500-300）=5×10<sup>4</sup>（件），则盈亏平衡点销售收入=销售单价×产量=500×5×10<sup>4</sup>=2500（万元）。	
4. 某建设项目年设计生产能力为8万台，年固定成本为1200万元，产品单台销售价为1000元，单台产品可变成本为600元，单台产品销售税金及附加为150元，则该项目的盈亏平衡点的产销量为{{c1::（）}}。[2009年真题]	48000台<br>12000台<br>3000台<br>21819台	A	用产销量表示的盈亏平衡点BEP（Q）＝年固定成本/（单位产品销售价格-单位产品可变成本-单位产品销售税金及附加-单位产品增值税）==1200×10<sup>4</sup>/（1000－600－150）=48000（台）。	
5. 建设项目经济评价有一整套指标体系，敏感性分析可选定其中一个或几个主要指标进行分析，最基本的分析指标是{{c1::（）}}。[2011年真题]	财务净现值<br>内部收益率<br>投资回收期<br>偿债备付率	B	投资项目经济评价有一整套指标体系，敏感性分析可选定其中一个或几个主要指标进行。最基本的分析指标是内部收益率。	
6. 盈亏平衡分析是一种特殊形式的临界点分析，它适用于财务评价，其计算应按项目投产后以下哪项计算？{{c1::（）}}	正常年份的销售收入和成本费用数据利润总额<br>计算期内的平均值<br>年产量<br>单位产品销售价格	A	盈亏平衡点是企业盈利与亏损的转折点，在该点上销售收入（扣除销售税金及附加）正好等于总成本费用，达到盈亏平衡。盈亏平衡分析就是通过计算项目达产年的盈亏平衡点，分析项目收入与成本费用的平衡关系，判断项目对产品数量变化的适应能力和抗风险能力。	
7. 某产品的单位可变成本为10元，计划销售1000件，每件15元，则固定成本应控制在{{c1::（）}}元之内才能保本。	150<br>5000<br>10000<br>15000	B	"欲保本则计划销售应在盈利区内，即<img height=""33"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/840000b0-29f7-4a79-a22e-62e705dc632d.jpg"" width=""181""/>因此F≤5000，即固定成本控制在5000元之内才能保本。"	
8. 某投资项目预计建成后的年固定成本为46万元，每件产品估计售价为56元，单位变动成本为25元，则该项目的盈亏平衡产量为{{c1::（）}}万件。	0.82<br>1.48<br>1.84<br>2.67	B	"盈亏平衡时的产量：<img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/6cf5409c-940e-4387-aacb-a3ea693e0083.jpg"" width=""258""/>"	
9. 在单因素敏感性分析图中，下列哪一项影响因素说明该因素越敏感？{{c1::（）}}	直线的斜率为负<br>直线的斜率为正<br>直线的斜率绝对值越大<br>直线的斜率绝对值越小	C	在单因素敏感性分析图中，直线越陡，越靠近原点，说明该因素越敏感。	
1. 下列项目方案类型中，适于采用净现值法直接进行方案选优的是{{c1::（）}}。[2012年真题]	寿命期相同的独立方案<br>寿命期不同的独立方案<br>寿命期相同的互斥方案<br>寿命期不同的互斥方案	C	寿命期相同的互斥方案可直接采用净现值法选优。	
2. 已知甲、乙为两个寿命期相同的互斥项目，通过测算得出：甲、乙两项目的内部收益率分别为18%和14%，甲、乙两项目的净现值分别为240万元和320万元，假如基准收益率为12%，则以下说法中正确的是{{c1::（）}}。[2014年真题]	应选择甲项目<br>应选择乙项目<br>应同时选择甲、乙两个项目<br>甲、乙两项目均不应选择	B	两个寿命期相同的互斥方案只能选择其中一个方案，可采用净现值法。净年值法、差额内部收益率法等方法，不能直接根据方案的内部收益率选优。采用净现值法时，应选用净现值较大的方案。	
3. 在项目无资金约束、寿命不同、产出不同的条件下，方案经济比选只能采用{{c1::（）}}。[2011年真题]	净现值比较法<br>差额投资内部收益率法<br>净年值法<br>费用年值法	C	净年值法既可用于寿命期相同、也可用于寿命期不同的方案比选。净现值法和差额内部收益率法不适用于寿命期不等的方案经济比选，费用年值法不适用于产出不同的方案经济比选。	
4. 已知甲、乙为两个寿命期相同的互斥项目，其中乙项目投资大于甲项目。通过测算得出甲、乙两项目的内部收益率分别为17%和14%，增量内部收益率ΔURR（乙-甲）=13%，基准收益率为14%，以下说法中正确的是{{c1::（）}}。[2013年真题]	应选择甲项目<br>应选择乙项目<br>应同时选择甲、乙两个项目<br>甲、乙项目均不应选择	A	财务内部收益率计算出来后，与基准收益率进行比较。若FIRR≥ic，则技术方案在经济上可以接受，若FIRR<ic，则技术方案在经济上应予拒绝。当增量内部收益率大于或等于基准投资收益率时，表明新方案是可行的，当增量内部收益率小于基准投资收益率时，则表明新方案是不可行的。本题中，甲、乙项目内部收益率均大于基准收益率，但乙项目增量内部收益率小于基准收益率，所以选择甲项目。	
5. 下列项目方案类型中，适于采用最小公倍数法进行方案比选的是{{c1::（）}}。[2014年真题]	寿命期相同的互斥方案<br>寿命期不同的互斥方案<br>寿命期相同的独立方案<br>寿命期不同的独立方案	B	独立方案的比选可用净现值、净年值或内部收益率作为方案的评价指标。而计算期相等的互斥型方案比选可以采用效益比选法、费用比选法和最低价格法，计算期不同的互斥方案则采用年值法、最小公倍数法或研究期法等进行方案比较。其中，最小公倍数法是在假设方案可以重复若干次的前提下，将被比较的方案重复至最小公倍数年数，用NPV进行比选。即寿命期不同的互斥方案适于采用最小公倍数法进行方案比选。	
"6. 现有甲、乙、丙三个独立方案，且三个方案的结构类型相同，其三种投资额和净现值如表9-7-1所示。由于资金限额为750万元，则最佳组合方案是{{c1::（）}}。<br/><span style=""display:block;text-align:center;""><img height=""145"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/23dd067c-f8b7-43e4-a5af-3fdd54686cbf.png"" width=""757""/></span>"	甲、乙组合<br>乙、丙组合<br>甲、丙组合<br>甲、乙、丙组合	B	由于甲、乙、丙是三个独立方案，根据独立方案互斥法评选原则，即存在资金限制时，则应在满足资金约束的组合中，选择组合NPV最大者为最优。	
7. 采用净现值（NPV）、内部收益率（IRR）和差额内部收益率（AIRR）进行互斥方案比选，它们的评价结论是{{c1::（）}}。	NPV和ΔIRR总是不一致的<br>IRR和ΔIRR总是一致的<br>NPV和AIRR总是一致的<br>NPV、IRR和AIRR总是不一致的	C	采用净现值（NPV）、内部收益率（IRR）进行互斥方案比选，其结论可能不一致；采用净现值（NPV）和差额内部收益率（AlRR）进行互斥方案比选的评价结论的总是一致的。根据互斥方案的净现值函数曲线可以判断。	
8. 在进行互斥方案选优时，若备选方案的收益率基本相同，且难于估计时，比选计算应考虑采用{{c1::（）}}。	内部收益率<br>净现值<br>投资回收期<br>费用现值	D	互斥型方案的选优分计算期相等和计算期不等两种情况。计算期相同时，方案比选可采用效益比选法、费用比选法和最低价格法；计算期不同时，可采用年值法、最小公倍数法或研究期法等进行方案比选。费用比选法是指通过比较备选方案的费用现值或年值，从中择优。费用比选法包括费用现值法和费用年值法，适用于备选方案的收益难以估计的情况。	
9. 现有甲、乙、丙三个互相独立的投资方案，假设无资金筹集的数量限制，基准收益率为12%，三个方案的内部收益率分别为10%、15%和12%。则所有可接受的方案是{{c1::（）}}。	甲方案<br>乙方案<br>乙方案和丙方案<br>甲、乙、丙三个方案	C	三个项目之间相互独立，且无资金约束，可独立用内部收益率指标判别项目的可行性。方案乙和方案丙的内部收益率大于或等于基准收益率，故可以接受。	
10. 某小区建设一块绿地，需要一次性投资20万元，每年维护费用5万元。设基准折现率为10%，绿地使用10年，则费用年值为{{c1::（）}}万元。	4.75<br>5.00<br>7.25<br>8.26	D	费用年值AC＝5＋20（A／P，10%，10）＝8.255（万元）。	
1. 以下关于改扩建项目财务分析的说法中正确的是{{c1::（）}}。[2013年真题]	应以财务生存能力分析为主<br>应以项目清偿能力分析为主<br>应以企业层次为主进行财务分析<br>应遵循“有无对比”原则	D	改扩建项目与既有企业既有联系又有区别，一般应进行项目层次和企业层次两个层次的分析。项目层次分析包括：①盈利能力分析。应遵循“有无对比”原则，利用“有项目”与“无项目”的效益与费用计算增量效益和增量费用，分析项目的增量盈利能力，并作为项目决策的主要依据之一。②清偿能力分析。应分析“有项目”的偿债能力，若“有项目”还款资金不足，应分析“有项目”还款资金的缺口，即既有企业应为项目额外提供的还款资金数额。③财务生存能力分析。应分析“有项目”的财务生存能力。企业层次分析包括：分析既有企业以往的财务状况与今后可能的财务状况，了解企业生产与经营情况、资产负债结构、发展战略、资源利用优化的必要性、企业信用等。应特别关注企业为项目融资的能力、企业自身的资金成本或项目有关的资金机会成本。改扩建项目财务分析过程中应注意分析项目对既有企业的贡献。	
2. 属于改扩建项目经济评价中使用的一种数据是{{c1::（）}}。[2010年真题]	资产<br>资源<br>效益<br>增量	D	增量法是对改扩建和技改后所产生的增量效果进行评价的方法。程序是：首先计算改扩建和技改产生的增量现金流，然后根据增量现金流进行增量效果指标计算，最后根据指标计算结果作出决策判断。	
3. 关于改扩建项目的经济评价，下列说法正确的是{{c1::（）}}。	仅需要估算“有项目”、“无项目”、“增量”三种状态下的效益和费用<br>只对项目本身进行经济性评价，不考虑对既有企业的影响<br>财务分析一般只按项目一个层次进行财务分析<br>需要合理确定原有资产利用、停产损失和沉没成本	D	改扩建项目经济评价的特点包括：①需要正确识别和估算“有项目”、“无项目”、“现状”、“新增”、“增量”等几种状态下的资产、资源、效益和费用，“无项目”和“有项目”的计算口径和范围要一致；②应明确界定项目的效益和费用范围；③财务分析采用一般建设项目财务分析的基本原理和分析指标，一般要按项目和企业两个层次进行财务分析；④应分析项目对既有企业的贡献；⑤改扩建项目的经济费用效益分析采用一般建设项目的经济费用效益分析原理；⑥需要根据项目目的、项目和企业两个层次的财务分析结果和经济费用效益分析结果，结合不确定性分析、风险分析结果等进行多指标投融资决策；⑦需要合理确定计算期、原有资产利用、停产损失和沉没成本等问题。	
1. 下面关于价值工程的论述中正确的是{{c1::（）}}。[2013年真题]	价值工程中的价值是指成本与功能的比值<br>价值工程中的价值是指产品消耗的必要劳动时间<br>价值工程中的成本是指寿命周期成本，包括产品在寿命期内发生的全部费用<br>价值工程中的成本就是产品的生产成本，它随着产品功能的增加而提高	C	价值工程中所述的“价值”也是一个相对的概念，是指作为某种产品（或作业）所具有的功能与获得该功能的全部费用的比值。它是对象的比较价值，是作为评价事物有效程度的一种尺度。成本，即寿命周期成本。为实现物品功能耗费的成本，包括劳动占用和劳动消耗，是指产品的寿命周期的全部费用，是产品的科研、设计、试验、试制、生产、销售、使用、维修直到报废所花费用的总和。	
2. 下列可以提高产品价值的是{{c1::（）}}。[2009年真题]	功能不变，提高成本<br>成本不变，降低功能<br>成本增加一些，功能有很大提高<br>功能很大降低，成本减低一些	C	根据价值工程的公式V=F/C可知，ABD三项会降低产品价值。	
3. 在对象选择中，通过对每个部件与其他各部件的功能重要程度进行逐一对比打分，相对重要的得1分，不重要的得0分，此方法称为{{c1::（）}}。[2011年真题]	经验分析法<br>百分比法<br>ABC分析法<br>强制确定法	D	强制确定法是以功能重要程度作为选择价值工程对象的一种分析方法，包括01评分法、04评分法等。其中，01评分法通过对每个部件与其他各部件的功能重要程度进行逐一对比打分，相对重要的得1分，不重要的得0分，最后计算各部件的功能重要性系数。	
4. ABC分类法中，部件数量占60%～80%、成本占5%～10%的为{{c1::（）}}。[2010年真题]	A类<br>B类<br>C类<br>以上都不对	C	将占总成本70%～80%而占零部件总数10%～20%的零部件划分为A类部件；将占总成本5%～10%而占零部件总数60%～80%的零部件划分为C类；其余为B类。其中A类零部件是价值工程的主要研究对象。	
5. 某项目由A、B、C、D四个部分组成，当采用强制确定法进行价值工程对象选择时，它们的价值指数分别如下所示。其中不应作为价值工程分析对象的是{{c1::（）}}。[2012年真题]	0.7559<br>1.000<br>1.2245<br>1.5071	B	价值工程研究对象的选择，应选择对国计民生影响大的、需要量大的、正在研制准备投放市场的、质量功能急需改进的、市场竞争激烈的、成本高利润低的、需提高市场占有率的、改善价值有效大潜力的产品等。价值指数等于1，说明该部分的功能与其成本相适应。	
6. 某项目整体功能的目标成本为10万元，在进行功能评价时，得出某一功能F*的功能评价系数为0.3，若其成本改进期望值为－5000元（即降低5000元），则F*的现实成本为{{c1::（）}}。[2014年真题]	2.5万元<br>3万元<br>3.5万元<br>4万元	C	功能F*的目标成本=整体功能的目标成本×功能评价系数=10×0.3=3（万元）。又成本改进期望值=功能的目标成本－功能的现实成本，则其现实成本为：3-（-0.5）=3.5（万元）。	
7. 价值工程的“价值（V）”对于产品来说，可以表示为V=F/C，F指产品的功能，而C则是指{{c1::（）}}。	产品的制造成本<br>产品的寿命周期成本<br>产品的使用成本<br>产品的研发成本	B	价值工程中的价值可以表示为V=F/C，其中C为产品的寿命周期成本。	
8. 开展价值工程活动的目的是{{c1::（）}}。	思想方法的更新和技术管理<br>对功能和成本进行系统分析和不断创新<br>提高功能对成本的比值<br>多领域协作降低产品成本	C	价值工程以提高产品或作业的价值为目的，力求以最低寿命周期成本实现产品或作业使用所要求的必要功能。	
9. 价值工程的价值是{{c1::（）}}。	研究对象的使用价值<br>研究对象的交换价值<br>研究对象的使用和交换价值<br>研究对象所具有的功能与获得该功能全部费用的比值	D	价值工程又称价值分析，是指以产品或作业的功能分析为核心，以提高产品或作业的价值为目的，力求以最低寿命周期成本实现产品或作业使用所要求的必要功能的一项有组织的创造性活动。价值工程中的“价值”，是指产品或作业的功能与实现其功能的总成本的比值。它是对所研究的对象的功能和成本的综合评价。	
10. 已知某产品的零件甲的功能评分为5，成本为20元，该产品各零件功能积分之和为40，产品成本100元，则零件甲的价值系数为{{c1::（）}}。	0.2<br>0.625<br>0.8<br>1.6	B	价值系数的计算公式为：价值＝功能／成本。将题中所给的条件带入，可得：<br/>零件甲的价值系数＝（5／40）÷（20／100）＝0.625。	
"11. 某企业价值工程工作人员对某产品分析，计算得到4个部件的价值系数如表9-9-1所示。则应选择部件{{c1::（）}}作为价值工程分析对象。<br/><span style=""display:block;text-align:center;"">表9-9-1</span><span style=""display:block;text-align:center;""><img height=""57"" id=""图片 1"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bb304909-0185-41c6-b00b-547ceae0a4b1.jpg"" width=""766""/></span>"	甲<br>乙<br>丙<br>丁	D	价值系数小于1，说明功能现实成本大于功能评价值，因此应选择价值系数远小于１的部件作为分析对象。	
12. 在采用强制确定法选择价值工程对象时，当价值系数{{c1::（）}}时，不应选为价值工程研究对象。	V＝1<br>V＝0<br>V＜1<br>V＜0	A	若价值系数等于1或接近1，就意味着功能的重要性与成本比重相当，这种情况一般不作为价值工程对象；若价值系数小于1，即功能评价系数低于成本系数，说明该零件功能重要性较小，而所占成本较高，存在降低成本的潜力，在开展价值工程活动时，应选为分析研究的对象；若价值系数大于1，说明功能过高或成本过低，应剔除过剩功能或在重要功能上适当增加成本。	
1. 建筑工程开工前，建设单位应当按照国家有关规定申请领取施工许可证，颁发施工许可证的单位应该是{{c1::（）}}。［2012年真题］	县级以上人民政府建设行政主管部门<br>工程所在地县级以上人民政府建设工程监督部门<br>工程所在地省级以上人民政府建设行政主管部门<br>工程所在地县级以上人民政府建设行政主管部门	D	《建筑法》第七条规定，建筑工程开工前，建设单位应当按照国家有关规定向工程所在地县级以上人民政府建设行政主管部门申请领取施工许可证；但是，国务院建设行政主管部门确定的限额以下的小型工程除外。按照国务院规定的权限和程序批准开工报告的建筑工程，不再领取施工许可证。	
2. 按照《建筑法》规定，建设单位申领施工许可证，应该具备的条件之一是{{c1::（）}}。［2009年真题］	拆迁工作已经完成<br>已经确定监理企业<br>有保证工程质量和安全的具体措施<br>建设资金全部到位	C	《建筑法》第八条规定，申请领取施工许可证，应当具备下列条件：①已经办理该建筑工程用地批准手续；②在城市规划区的建筑工程，已经取得规划许可证；③需要拆迁的，其拆迁进度符合施工要求；④已经确定建筑施工企业；⑤有满足施工需要的施工图纸及技术资料；⑥有保证工程质量和安全的具体措施；⑦建设资金已经落实；⑧法律、行政法规规定的其他条件。	
3. 根据《建筑法》规定，某建设单位领取了施工许可证，下列情形中，可以不导致施工许可证废止的是{{c1::（）}}。［2013年真题］	领取施工许可证之日起三个月内因故不能按期开工，也未申请延期<br>领取施工许可证之日起按期开工后又中止施工<br>向发证机关申请延期开工1次，延期之日起三个月内因故仍不能按期开工，也未申请延期<br>向发证机关申请延期开工2次，超过六个月因故不能按期开工，继续申请延期	B	《建筑法》第九条规定，建设单位应当自领取施工许可证之日起三个月内开工。因故不能按期开工的，应当向发证机关申请延期；延期以两次为限，每次不超过三个月。既不开工又不申请延期或者超过延期时限的，施工许可证自行废止。第十条规定，在建的建筑工程因故中止施工的，建设单位应当自中止施工之日起一个月内，向发证机关报告，并按照规定做好建筑工程的维护管理工作。建筑工程恢复施工时，应当向发证机关报告；中止施工满一年的工程恢复施工前，建设单位应当报发证机关核验施工许可证。第十一条规定，按照国务院有关规定批准开工报告的建筑工程，因故不能按期开工或者中止施工的，应当及时向批准机关报告情况。因故不能按期开工超过六个月的，应当重新办理开工报告的批准手续。	
4. 根据《建筑法》规定，对从事建筑业的单位实行资质管理制度，将从事建筑活动的工程监理单位，划分为不同的资质等级，监理单位资质等级的划分条件可不考虑{{c1::（）}}。[2014年真题]	注册资本<br>法定代表人<br>已完成的建筑工程业绩<br>专业技术人员	B	《建筑法》第十三条规定，从事建筑活动的建筑施工企业、勘察单位、设计单位和工程监理单位，按照其拥有的注册资本、专业技术人员、技术装备和已完成的建筑工程业绩等资质条件，划分为不同的资质等级，经资质审查合格，取得相应等级的资质证书后，方可在其资质等级许可的范围内从事建筑活动。	
5. 按照《建筑法》的规定，下列叙述正确的是{{c1::（）}}。［2011年真题］	设计文件选用的建筑材料、建筑构配件和设备，不得注明其规格、型号<br>设计文件选用的建筑材料、建筑构配件和设备，不得注明其生产商、供应商<br>设计单位应按照建设单位提出的质量要求进行设计<br>设计单位对施工过程中发现的质量问题应当按监理单位的要求进行改正	B	《建筑法》第五十六条规定，建筑工程的勘察、设计单位必须对其勘察、设计的质量负责。勘察、设计文件应当符合有关法律、行政法规的规定和建筑工程质量、安全标准、建筑工程勘察、设计技术规范以及合同的约定。设计文件选用的建筑材料、建筑构配件和设备，应当注明其规格、型号、性能等技术指标，其质量要求必须符合国家规定的标准。第五十七条规定，建筑设计单位对设计文件选用的建筑材料、建筑构配件和设备，不得指定生产厂、供应商。	
6. 《建筑法》规定，从事建筑活动的专业技术人员，应当依法取得{{c1::（）}}的范围内从事建筑活动。	相应的专业毕业证书，并在其专业领域涉及<br>相应的职称证书，并在其职称等级对应<br>相应的执业资格证书，并在执业资格证书许可<br>相应的继续教育证明，并在其接受继续教育	C	《建筑法》第十四条规定，从事建筑活动的专业技术人员，应当依法取得相应的执业资格证书，并在执业资格证书许可的范围内从事建筑活动。	
7. 按照《建筑法》规定，以下说法正确的是{{c1::（）}}。	建筑企业集团公司可以允许所属法人公司以其名义承揽工程<br>建筑企业可以在其资质等级之上承揽工程<br>联合体共同承包的，按照资质等级高的单位的业务许可范围承揽工程<br>施工企业不允许将承包的全部建筑工程转包给他人	D	《建筑法》第二十六条规定，承包建筑工程的单位应当持有依法取得的资质证书，并在其资质等级许可的业务范围内承揽工程。禁止建筑施工企业超越本企业资质等级许可的业务范围或者以任何形式用其他建筑施工企业的名义承揽工程。禁止建筑施工企业以任何形式允许其他单位或者个人使用本企业的资质证书、营业执照，以本企业的名义承揽工程。第二十七条规定，两个以上不同资质等级的单位实行联合共同承包的，应当按照资质等级低的单位的业务许可范围承揽工程。	
8. 根据《建筑法》规定，建筑工程主体结构的施工{{c1::（）}}。	经总监理工程师批准，可以由总承包单位分包给具有相应资质的其他施工单位<br>经建设单位批准，可以由总承包单位分包给具有相应资质的其他施工单位<br>可以由总承包单位分包给具有相应资质的其他施工单位<br>必须由总承包单位自行完成	D	《建筑法》第二十九条规定，建筑工程总承包单位可以将承包工程中的部分工程发包给具有相应资质条件的分包单位；但是，除总承包合同中约定的分包外，必须经建设单位认可。施工总承包的，建筑工程主体结构的施工必须由总承包单位自行完成。	
9. 工程监理单位与所监理工程的{{c1::（）}}有权属关系时，不得承担该项建设工程的监理业务。	建设单位<br>设计单位<br>施工单位<br>勘察单位	C	《建筑法》第三十四条规定，工程监理单位应当在其资质等级许可的监理范围内，承担工程监理业务。工程监理单位应当根据建设单位的委托，客观、公正地执行监理任务。工程监理单位与被监理工程的承包单位以及建筑材料、建筑构配件和设备供应单位不得有隶属关系或者其他利害关系。工程监理单位不得转让工程监理业务。	
10. 根据《建筑法》规定，交付竣工验收的建筑工程，必须符合规定的建筑工程质量标准，有完整的{{c1::（）}}，并具备国家规定的其他竣工条件。	工程设计文件、施工文件和监理文件<br>工程建设文件、竣工图和竣工验收文件<br>监理文件和经签署的工程质量保证书<br>工程技术经济资料和经签署的工程保修书	D	《建筑法》第六十一条规定，交付竣工验收的建筑工程，必须符合规定的建筑工程质量标准，有完整的工程技术经济资料和经签署的工程保修书，并具备国家规定的其它竣工条件。	
11. 根据《安全生产法》的规定，生产经营单位主要负责人对本单位的安全生产负总责，某生产经营单位的主要负责人对本单位安全生产工作的职责是{{c1::（）}}。［2012年真题］	建立、健全本单位安全生产责任制<br>保证本单位安全生产投入的有效使用<br>及时报告生产安全事故<br>组织落实本单位安全生产规章制度和操作规程	A	《安全生产法》第十八条规定，生产经营单位的主要负责人对本单位安全生产工作负有下列职责：①建立、健全本单位安全生产责任制；②组织制定本单位安全生产规章制度和操作规程；③组织制定并实施本单位安全生产教育和培训计划；④保证本单位安全生产投入的有效实施；⑤督促、检查本单位的安全生产工作，及时消除生产安全事故隐患；⑥组织制定并实施本单位的生产安全事故应急救援预案；⑦及时、如实报告生产安全事故。	
12. 某施工单位是一个有职工185人的三级施工资质的企业，根据《安全生产法》规定，该企业下列行为中合法的是{{c1::（）}}。［2013年真题］	只配备兼职的安全生产管理人员<br>委托具有国家规定的相关专业技术资格的工程技术人员提供安全生产管理服务，由其负责承担保证安全生产的责任<br>安全生产管理人员经企业考核后即任职<br>设置安全生产管理机构	D	《安全生产法》第二十一条规定，矿山、金属冶炼、建筑施工、道路运输单位和危险物品的生产、经营、储存单位，应当设置安全生产管理机构或者配备专职安全生产管理人员。前款规定以外的其他生产经营单位，从业人员超过一百人的，应当设置安全生产管理机构或者配备专职安全生产管理人员；从业人员在一百人以下的，应当配备专职或者兼职的安全生产管理人员。	
13. 根据法律、行政法规的规定，不需要经有关主管部门对其安全生产知识和管理能力考核合格就可以任职的岗位是{{c1::（）}}。［2009年真题］	施工企业的总经理<br>施工项目的负责人<br>施工企业的技术负责人<br>施工企业的董事	D	《安全生产法》第二十四条第二款规定，危险物品的生产、经营、储存单位以及矿山、金属冶炼、建筑施工、道路运输单位的主要负责人和安全生产管理人员，应当由主管的负有安全生产监督管理职责的部门对其安全生产知识和管理能力考核合格。考核不得收费。本题中，D项不属于施工单位的主要负责人和安全生产管理人员。	
14. 某生产经营单位使用危险性较大的特种设备，根据《安全生产法》规定，该设备投入使用的条件不包括{{c1::（）}}。[2014年真题]	该设备应由专业生产单位生产<br>该设备应进行安全条件论证和安全评价<br>该设备须经取得专业资质的检测、检验机构检测、检验合格<br>该设备须取得安全使用证或者安全标志	B	《安全生产法》第三十四条规定，生产经营单位使用的危险物品的容器、运输工具，以及涉及人身安全、危险性较大的海洋石油开采特种设备和矿山井下特种设备，必须按照国家有关规定，由专业生产单位生产，并经具有专业资质的检测、检验机构检测、检验合格，取得安全使用证或者安全标志，方可投入使用。检测、检验机构对检测、检验结果负责。	
15. 根据《安全生产法》的规定，生产经营单位使用的涉及生命安全、危险性较大的特种设备，以及危险物品的容器、运输工具，必须按照国家有关规定，由专业生产单位生产，并经取得专业资质的检测、检验机构检测、检验合格，取得{{c1::（）}}。［2010年真题］	安全使用证和安全标志，方可投入使用<br>安全使用证或安全标志，方可投入使用<br>生产许可证和安全使用证，方可投入使用<br>生产许可证或安全使用证，方可投入使用	B	参见《安全生产法》第三十四条规定。	
16. 为保证生产设施、作业场所与周边建筑物、设施保持安全合理的空间，依据《安全生产法》，某烟花爆竹厂的下列做法中，违反法律规定的是{{c1::（）}}。	生产车间南面200m处单独设置员工宿舍<br>将成品仓库设置在生产车间隔壁<br>在单身职工公寓底层设烟花爆竹商店<br>在生产车间设置视频监控设施	C	《安全生产法》第三十九条规定，生产、经营、储存、使用危险物品的车间、商店、仓库不得与员工宿舍在同一座建筑物内，并应当与员工宿舍保持安全距离。生产经营场所和员工宿舍应当设有符合紧急疏散要求、标志明显、保持畅通的出口。禁止封闭、堵塞生产经营场所或者员工宿舍的出口。	
17. 某生产车间进行吊装作业，为防止吊装物料失衡滑落，班长要求工人站在吊装的物料上。根据《安全生产法》，工人正确的做法是{{c1::（）}}。	执行班长的工作指令<br>系上安全带进行作业<br>拒绝班长的工作指令<br>穿上防滑鞋进行作业	C	《安全生产法》第五十一条规定，从业人员有权对本单位安全生产工作中存在的问题提出批评、检举、控告；有权拒绝违章指挥和强令冒险作业。	
18. 根据《安全生产法》的规定，因生产安全事故受到损害的从业人员，关于享有工伤保险和提起民事赔偿的说法，正确的是{{c1::（）}}。	只能依法享有工伤社会保险补偿<br>只能依照有关民事法律的规定向本单位提出赔偿<br>除依法享有工伤社会保险外，可以依照有关民事法律的规定向本单位提出赔偿<br>依法享有工伤社会保险，但应当首先向本单位提出民事赔偿	C	《安全生产法》第五十三条规定，因生产安全事故受到损害的从业人员，除依法享有获得工伤社会保险外，依照有关民事法律尚有获得赔偿的权利的，有权向本单位提出赔偿要求。	
19. 某生产经营单位一职工周日加班时发现危化品仓库存在安全隐患，可能引发重大事故。依据《安全生产法》的规定，下列关于该职工隐患报告的说法，正确的是{{c1::（）}}。	应次日向负责人报告<br>应立即向负责人报告<br>应立即向媒体报告<br>不应报告	B	《安全生产法》第五十六条规定，从业人员发现事故隐患或者其他不安全因素，应当立即向现场安全生产管理人员或者本单位负责人报告；接到报告的人员应当及时予以处理。	
20. 依据《安全生产法》的规定，矿山企业应当建立应急救援组织；生产规模较小的，可以不建立应急救援组织，但应当{{c1::（）}}。	与政府监管部门签订救援协议<br>与保险公司签订意外伤害保险协议<br>指定专职的应急救援人员<br>指定兼职的应急救援人员	D	《安全生产法》第七十九条第一款规定，危险物品的生产、经营、储存单位以及矿山、金属冶炼、城市轨道交通运营、建筑施工单位应当建立应急救援组织；生产经营规模较小的，可以不建立应急救援组织的，应当指定兼职的应急救援人员。	
21. 根据《招标投标法》规定，某工程项目委托监理服务的招投标活动，应当遵循的原则是{{c1::（）}}。[2014年真题]	公开、公平、公正、诚实信用<br>公开、平等、自愿、公平、诚实信用<br>公正、科学、独立、诚实信用<br>全面、有效、合理、诚实信用	A	《招标投标法》第五条规定，招标投标活动应当遵循公开、公平、公正和诚实信用的原则。	
22. 下列属于《招标投标法》规定的招标方式是{{c1::（）}}。［2013年真题］	分开招标和直接招标<br>公开招标和邀请招标<br>公开招标和协议招标<br>公开招标和公平招标	B	《招标投标法》第十条规定，招标分为公开招标和邀请招标。公开招标是指招标人以招标公告的方式邀请不特定的法人或者其他组织投标；邀请招标是指招标人以投标邀请书的方式邀请特定的法人或者其他组织投标。	
